Syntax version=4
Tue Nov 14 16:00:20 2017
Starting process (1623603 clocks per sec)

LogRawData=false
VarHeader=1
D:		US_Lens1_ActualA	US_Lens1_ActualV	US_Lens1_SetpointV	US_Lens2_ActualA	US_Lens2_ActualV	US_Lens2_SetpointV	US_Lens3_ActualA	US_Lens3_ActualV	US_Lens3_SetpointV	US_Lens4_ActualA	US_Lens4_ActualV	US_Lens4_SetpointV	US_Lens5_ActualA	US_Lens5_ActualV	US_Lens5_SetpointV	US_Lens6_ActualA	US_Lens6_ActualV	US_Lens6_SetpointV	US_Prefilt_ActualA	US_Prefilt_ActualV	US_Prefilt_SetpointV
D:	time(ms)	(0x20012cdc,6)	(0x20012cc0,6)	(0x20012ca4,5)	(0x20012ce0,6)	(0x20012cc4,6)	(0x20012ca8,5)	(0x20012ce4,6)	(0x20012cc8,6)	(0x20012cac,5)	(0x20012ce8,6)	(0x20012ccc,6)	(0x20012cb0,5)	(0x20012cec,6)	(0x20012cd0,6)	(0x20012cb4,5)	(0x20012cf0,6)	(0x20012cd4,6)	(0x20012cb8,5)	(0x20012cf4,6)	(0x20012cd8,6)	(0x20012cbc,5)
D:	10267.85	-55.555580	-70.686058	-65	1.831532	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10275.84	-55.555580	-70.609344	-65	1.831532	105.357903	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10283.84	-55.555580	-70.609344	-65	1.831532	105.357903	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10291.83	-54.334641	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10299.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.861889	58	1.831532	83.572929	77	0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10307.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.861889	58	1.831532	83.572929	77	0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10315.85	-54.334641	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	0.610590	-0.115063	0	-0.610590	-41.383751	-38
D:	10323.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10331.89	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10339.81	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10347.97	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10355.80	-56.776524	-70.532639	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10363.87	-56.776524	-70.532639	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10371.79	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10379.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-1.831532	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10387.89	-55.555580	-70.686058	-65	3.052711	105.281189	97	-1.831532	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10395.84	-55.555580	-70.686058	-65	1.831532	105.281189	97	-4.273415	-77.206200	-71	0.610590	62.938591	58	3.052711	83.572929	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10403.84	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10411.89	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10419.81	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10427.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10435.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10443.85	-54.334641	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10451.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-4.273415	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10459.90	-55.555580	-70.686058	-65	3.052711	105.281189	97	-4.273415	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10467.86	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10475.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10483.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10491.86	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10499.83	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10507.84	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10515.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10523.85	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10532.01	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10539.79	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10547.80	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10555.98	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10563.80	-55.555580	-70.609344	-65	3.052711	105.357903	97	-4.273415	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10571.80	-56.776524	-70.762756	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10579.88	-56.776524	-70.762756	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10587.82	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10595.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10603.81	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10611.84	-55.555580	-70.609344	-65	1.831532	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10619.80	-56.776524	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10627.84	-56.776524	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10635.80	-56.776524	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10643.84	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10651.86	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10659.81	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10667.79	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10675.79	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10683.90	-55.555580	-70.686058	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10691.80	-55.555580	-70.609344	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10699.86	-55.555580	-70.609344	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10707.88	-55.555580	-70.609344	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10715.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	10724.11	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10731.93	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10739.81	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.383751	-38
D:	10747.78	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10755.80	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10763.99	-55.555580	-70.686058	-65	3.052711	105.357903	97	-3.052473	-77.129494	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10771.79	-54.334641	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10779.86	-54.334641	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10787.87	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10795.83	-55.555580	-70.686058	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10803.83	-55.555580	-70.686058	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10811.89	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10819.83	-55.555580	-70.686058	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.383751	-38
D:	10827.83	-55.555580	-70.686058	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.383751	-38
D:	10835.84	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10843.84	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10851.81	-56.776524	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10859.79	-55.555580	-70.609344	-65	3.052711	105.281189	97	-4.273415	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10867.80	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10875.90	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10883.81	-56.776524	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.129494	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10891.78	-56.776524	-70.686058	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10900.88	-56.776524	-70.686058	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10908.99	-54.334641	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	10916.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.383751	-38
D:	10924.95	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.383751	-38
D:	10932.82	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10940.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.861889	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10948.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.861889	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10956.92	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10964.80	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10972.80	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	10980.88	-54.334641	-70.686058	-65	1.831532	105.281189	97	-4.273415	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10988.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	10996.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11004.92	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11012.85	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	11020.84	-55.555580	-70.609344	-65	4.273653	105.281189	97	-4.273415	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11028.84	-55.555580	-70.609344	-65	4.273653	105.281189	97	-4.273415	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11036.84	-55.555580	-70.686058	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11044.82	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11052.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11060.80	-56.776524	-70.686058	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	11068.89	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11076.82	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11084.79	-55.555580	-70.609344	-65	4.273653	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	11093.15	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11100.85	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11108.85	-55.555580	-70.686058	-65	4.273653	105.281189	97	-4.273415	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11116.83	-55.555580	-70.609344	-65	1.831532	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11124.83	-55.555580	-70.609344	-65	1.831532	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11132.83	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	11140.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11148.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11156.84	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11164.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11172.81	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11180.79	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.649651	77	-0.610590	-0.038359	0	-1.831532	-41.383751	-38
D:	11188.81	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	-1.831532	-41.383751	-38
D:	11196.89	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	-1.831532	-41.383751	-38
D:	11204.81	-55.555580	-70.686058	-65	3.052711	105.357903	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.038359	0	-1.831532	-41.460457	-38
D:	11212.78	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11221.88	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11229.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.572929	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	11237.84	-55.555580	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11245.95	-56.776524	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11253.81	-56.776524	-70.686058	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.038359	0	-0.610590	-41.460457	-38
D:	11261.78	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-1.831532	-41.383751	-38
D:	11269.80	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11278.14	-55.555580	-70.609344	-65	3.052711	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.460457	-38
D:	11285.80	-55.555580	-70.686058	-65	1.831532	105.281189	97	-3.052473	-77.206200	-71	0.610590	62.938591	58	0.610590	83.572929	77	-0.610590	-0.115063	0	-1.831532	-41.460457	-38
D:	11293.79	-55.555580	-70.609344	-65	3.052711	105.357903	97	-3.052473	-77.129494	-71	-0.610590	62.938591	58	1.831532	83.649651	77	-0.610590	-0.115063	0	-0.610590	-41.383751	-38
